#	startTime:1560566696875
#	SiteID:5cd56b6ae2acfd2d33b59ccb	SiteName:七宝万科广场	FloorId:5cd56b6be2acfd2d33b59d6e	FloorName:F1
#	Brand:vivo	Model:vivo X20A	AndroidName:8.1.0	APILevel:27	
#	type:1	name:LSM6DS3TRCTRC Accelerometer	version:1	vendor:STMicroelectronics	resolution:5.950928E-4	power:0.15	maximumRange:78.4532
#	type:4	name:LSM6DS3TRCTRC Gyroscope	version:1	vendor:STMicroelectronics	resolution:6.1035156E-4	power:0.45	maximumRange:17.453293
#	type:2	name:AK09911 Magnetometer	version:1	vendor:AKM	resolution:0.1	power:0.24	maximumRange:4900.0
#	VersionName:v20190612-nightly	VersionCode:263	
1560566696876	TYPE_WAYPOINT	99.96519	126.53091
1560566705442	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	0614e93d7f732529efc075204c8ba87dfe7785cc	-79	5805	1560566704994
1560566705442	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	e16d5753436ddf62b42b6f8c03d7c4ce1b3dacf1	-87	5805	1560566703074
1560566705442	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	c6af32aa3443c800aecec482177dab15080b9f62	-90	5825	1560566703112
1560566705442	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	a7bbf9139cc53ecba248bcedd577943b8b12a8bc	-85	5825	1560566704040
1560566705442	TYPE_WIFI	be9e8da51e7d1f32a7988ac0794f82626fdf6967	19cb8af430cd83215f553a7fb63ff9e2a5e5b2a3	-66	2452	1560566703150
1560566705442	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	6f8be960a7acfbe0c39c37ced54f7b34bd528b84	-67	2462	1560566703257
1560566705442	TYPE_WIFI	85100558a444447ebd11a69e1eee00e81d4aa52c	d324f29d19cf9bcd5c2f02fe9ae387ddabd98b01	-88	5240	1560566703809
1560566705442	TYPE_WIFI	040d026dd916aeaa27352c5d92315239cc18bcca	949b61292e7d751a1b8009a3142f759b8e208838	-84	5745	1560566704868
1560566705442	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	7ed39a3be55a5875b475b560eaf1597f82f6f8d8	-88	5745	1560566704880
1560566705442	TYPE_WIFI	9ac31684976ecb50b9190446f03ffd5821a7e4f8	594c587bf04850126bdbb80a61019d121e0fd0c4	-87	5745	1560566703886
1560566705442	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	870bcd0dd2b1d4ad0a13c503a78f5aff7b1de01b	-85	5745	1560566703889
1560566705442	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	8698a38627407724946989348f0b3b79fbd38dc0	-84	5765	1560566703919
1560566705442	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	ed6acf46a09a2dac36de4c266e4eae9d1b6e81d1	-87	5765	1560566703925
1560566705442	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	6bdffc318e41f0c814173cc08eb5a42c1d5b1e86	-79	5785	1560566703954
1560566705442	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	0533887e2d77aed0aa8d4877fd8a6f734f44fcd2	-88	5785	1560566703955
1560566705442	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	1e5379c64bfd3e0175d37e827536943de1ff740c	-87	5805	1560566705006
1560566705442	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	92375c185d8dadc2a6b631acfd0f0ad5b12856c2	-84	5805	1560566704001
1560566705442	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	508782244a4948b20448aa512e30bb66b01de243	-86	5805	1560566704995
1560566705442	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	5905d5464d7c9ff8e4e1529e6fff9319aa657d45	-88	5825	1560566704024
1560566705442	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	0055a8a7c463b5c49afc9778e1ab35b6d51718a3	-82	5745	1560566704842
1560566705442	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	b074789da36c0bfabba7f635c57ca2d24f01ea14	-81	5785	1560566704947
1560566705442	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	e68a3e28a19a094a3fe8633313ed28030fa53573	-86	5825	1560566705032
1560566705401	TYPE_ACCELEROMETER	-0.14596558	0.69392395	8.4131775
1560566705401	TYPE_MAGNETIC_FIELD	38.399998	-7.74	-7.2
1560566705401	TYPE_GYROSCOPE	-0.005554199	0.0030670166	0.4674225
1560566705401	TYPE_ROTATION_VECTOR	0.035152897	0.053585567	0.84606534
1560566705401	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.2	-35.04	-55.2
1560566705401	TYPE_GYROSCOPE_UNCALIBRATED	-0.0070495605	0.10508728	0.5586395
1560566705401	TYPE_ACCELEROMETER_UNCALIBRATED	0.31585693	1.1856537	7.8006134
1560566705420	TYPE_ACCELEROMETER	-0.57907104	0.92123413	7.9740906
1560566705420	TYPE_MAGNETIC_FIELD	38.399998	-7.74	-7.2
1560566705420	TYPE_GYROSCOPE	0.02835083	0.0021514893	0.4976654
1560566705420	TYPE_ROTATION_VECTOR	0.035152897	0.053585567	0.84606534
1560566705420	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.2	-35.04	-55.2
1560566705420	TYPE_GYROSCOPE_UNCALIBRATED	-0.0070495605	0.10508728	0.5586395
1560566705420	TYPE_ACCELEROMETER_UNCALIBRATED	0.31585693	1.1856537	7.8006134
1560566705439	TYPE_ACCELEROMETER	-0.0717926	1.0396881	8.025528
1560566705439	TYPE_MAGNETIC_FIELD	38.399998	-7.74	-7.2
1560566705439	TYPE_GYROSCOPE	0.014602661	0.06994629	0.59020996
1560566705439	TYPE_ROTATION_VECTOR	0.035152897	0.053585567	0.84606534
1560566705439	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.2	-35.04	-55.2
1560566705439	TYPE_GYROSCOPE_UNCALIBRATED	-0.0070495605	0.10508728	0.5586395
1560566705439	TYPE_ACCELEROMETER_UNCALIBRATED	0.31585693	1.1856537	7.8006134
1560566705458	TYPE_ACCELEROMETER	0.41516113	1.1270294	7.9692993
1560566705458	TYPE_MAGNETIC_FIELD	38.399998	-7.74	-7.2
1560566705458	TYPE_GYROSCOPE	-0.009841919	0.10508728	0.56181335
1560566705458	TYPE_ROTATION_VECTOR	0.035152897	0.053585567	0.84606534
1560566705458	TYPE_MAGNETIC_FIELD_UNCALIBRATED	106.2	-35.04	-55.2
1560566705458	TYPE_GYROSCOPE_UNCALIBRATED	-0.0070495605	0.10508728	0.5586395
1560566705458	TYPE_ACCELEROMETER_UNCALIBRATED	0.31585693	1.1856537	7.8006134
1560566705478	TYPE_ACCELEROMETER	0.12802124	1.1904297	7.774292
1560566705478	TYPE_MAGNETIC_FIELD	38.399998	-7.74	-7.2
1560566705478	TYPE_GYROSCOPE	-0.13078308	-0.008239746	0.4552002
1560566705478	TYPE_ROTATION_VECTOR	0.03560487	0.050659478	0.859428
1560566705478	TYPE_MAGNETIC_FIELD_UNCALIBRATED	105.17999	-36.42	-55.68
1560566705478	TYPE_GYROSCOPE_UNCALIBRATED	-0.0070495605	0.10508728	0.5586395
1560566705478	TYPE_ACCELEROMETER_UNCALIBRATED	0.017944336	1.085144	8.214569
1560566705497	TYPE_ACCELEROMETER	-0.122039795	0.977478	8.900101
1560566705497	TYPE_MAGNETIC_FIELD	38.04	-8.94	-7.14
1560566705497	TYPE_GYROSCOPE	-0.28868103	-0.10932922	0.38587952
1560566705497	TYPE_ROTATION_VECTOR	0.03274136	0.04851706	0.8640443
1560566705497	TYPE_MAGNETIC_FIELD_UNCALIBRATED	104.82	-37.62	-55.62
1560566705497	TYPE_GYROSCOPE_UNCALIBRATED	-0.28588867	-0.10932922	0.3827057
1560566705497	TYPE_ACCELEROMETER_UNCALIBRATED	-0.41874695	0.9224396	9.5234375
1560566705516	TYPE_ACCELEROMETER	-0.6927185	0.90689087	10.054642
1560566705516	TYPE_MAGNETIC_FIELD	38.04	-8.94	-7.14
1560566705516	TYPE_GYROSCOPE	-0.24073792	-0.0076293945	0.37121582
1560566705516	TYPE_ROTATION_VECTOR	0.03274136	0.04851706	0.8640443
1560566705516	TYPE_MAGNETIC_FIELD_UNCALIBRATED	104.82	-37.62	-55.62
1560566705516	TYPE_GYROSCOPE_UNCALIBRATED	-0.23794556	-0.0076293945	0.368042
1560566705516	TYPE_ACCELEROMETER_UNCALIBRATED	-0.7776642	0.99183655	10.35614
1560566705535	TYPE_ACCELEROMETER	-0.8183441	1.1557465	10.390839
1560566705535	TYPE_MAGNETIC_FIELD	37.62	-9.54	-7.2
1560566705535	TYPE_GYROSCOPE	-0.05166626	0.14967346	0.40390015
1560566705535	TYPE_ROTATION_VECTOR	0.032224018	0.045584556	0.86589766
1560566705535	TYPE_MAGNETIC_FIELD_UNCALIBRATED	104.399994	-38.22	-55.68
1560566705535	TYPE_GYROSCOPE_UNCALIBRATED	-0.23794556	-0.0076293945	0.368042
1560566705535	TYPE_ACCELEROMETER_UNCALIBRATED	-0.9248352	1.2873383	10.384857
1560566705555	TYPE_ACCELEROMETER	-1.3160553	1.6462708	9.912277
1560566705555	TYPE_MAGNETIC_FIELD	37.14	-9.9	-7.2599998
1560566705555	TYPE_GYROSCOPE	0.107162476	0.28222656	0.4387207
1560566705555	TYPE_ROTATION_VECTOR	0.03099074	0.044575587	0.867845
1560566705555	TYPE_MAGNETIC_FIELD_UNCALIBRATED	103.92	-38.58	-55.739998
1560566705555	TYPE_GYROSCOPE_UNCALIBRATED	-0.0488739	0.14967346	0.40072632
1560566705555	TYPE_ACCELEROMETER_UNCALIBRATED	-2.1020966	2.132019	8.837891
1560566705574	TYPE_ACCELEROMETER	-2.3066864	2.444275	8.494522
1560566705574	TYPE_MAGNETIC_FIELD	36.899998	-10.139999	-7.2599998
1560566705574	TYPE_GYROSCOPE	0.13891602	0.4841156	0.57463074
1560566705574	TYPE_ROTATION_VECTOR	0.029629212	0.045681518	0.86985314
1560566705574	TYPE_MAGNETIC_FIELD_UNCALIBRATED	103.67999	-38.82	-55.739998
1560566705574	TYPE_GYROSCOPE_UNCALIBRATED	0.109954834	0.28222656	0.43554688
1560566705574	TYPE_ACCELEROMETER_UNCALIBRATED	-1.6582336	2.3318176	9.207581
1560566705593	TYPE_ACCELEROMETER	-1.1234283	2.2085724	9.471985
1560566705593	TYPE_MAGNETIC_FIELD	36.78	-10.62	-7.02
1560566705593	TYPE_GYROSCOPE	0.050354004	0.3256073	0.64427185
1560566705593	TYPE_ROTATION_VECTOR	0.027218863	0.048776664	0.87216055
1560566705593	TYPE_MAGNETIC_FIELD_UNCALIBRATED	103.56	-39.3	-55.5
1560566705593	TYPE_GYROSCOPE_UNCALIBRATED	0.14170837	0.4841156	0.5714569
1560566705593	TYPE_ACCELEROMETER_UNCALIBRATED	-1.0743713	2.4430695	8.8989105
1560566705612	TYPE_ACCELEROMETER	-1.208374	2.5136719	8.632111
1560566705612	TYPE_MAGNETIC_FIELD	36.54	-10.8	-6.8999996
1560566705612	TYPE_GYROSCOPE	-0.044036865	0.15364075	0.5685272
1560566705612	TYPE_ROTATION_VECTOR	0.024204852	0.051327042	0.87521553
1560566705612	TYPE_MAGNETIC_FIELD_UNCALIBRATED	103.32	-39.48	-55.379997
1560566705612	TYPE_GYROSCOPE_UNCALIBRATED	0.053146362	0.3256073	0.641098
1560566705612	TYPE_ACCELEROMETER_UNCALIBRATED	-1.2299194	2.309082	9.312866
1560566705632	TYPE_ACCELEROMETER	-1.1066895	1.9393768	10.475784
1560566705632	TYPE_MAGNETIC_FIELD	35.7	-12.0	-6.2999997
1560566705632	TYPE_GYROSCOPE	-0.1222229	0.09988403	0.5862427
1560566705632	TYPE_ROTATION_VECTOR	0.017251384	0.05947938	0.8863624
1560566705632	TYPE_MAGNETIC_FIELD_UNCALIBRATED	102.479996	-40.68	-54.78
1560566705632	TYPE_GYROSCOPE_UNCALIBRATED	0.2849579	0.47984314	0.6294861
1560566705632	TYPE_ACCELEROMETER_UNCALIBRATED	0.43070984	1.8891296	10.268799
1560566705651	TYPE_ACCELEROMETER	-0.40559387	1.4225464	11.571701
1560566705651	TYPE_MAGNETIC_FIELD	35.7	-12.0	-6.2999997
1560566705651	TYPE_GYROSCOPE	0.013381958	0.17471313	0.6509857
1560566705651	TYPE_ROTATION_VECTOR	0.017251384	0.05947938	0.8863624
1560566705651	TYPE_MAGNETIC_FIELD_UNCALIBRATED	102.479996	-40.68	-54.78
1560566705651	TYPE_GYROSCOPE_UNCALIBRATED	0.2849579	0.47984314	0.6294861
1560566705651	TYPE_ACCELEROMETER_UNCALIBRATED	0.43070984	1.8891296	10.268799
1560566705670	TYPE_ACCELEROMETER	-0.31944275	1.5050964	11.8038025
1560566705670	TYPE_MAGNETIC_FIELD	35.7	-12.0	-6.2999997
1560566705670	TYPE_GYROSCOPE	0.19145203	0.49389648	0.70262146
1560566705670	TYPE_ROTATION_VECTOR	0.017251384	0.05947938	0.8863624
1560566705670	TYPE_MAGNETIC_FIELD_UNCALIBRATED	102.479996	-40.68	-54.78
1560566705670	TYPE_GYROSCOPE_UNCALIBRATED	0.2849579	0.47984314	0.6294861
1560566705670	TYPE_ACCELEROMETER_UNCALIBRATED	0.43070984	1.8891296	10.268799
1560566705689	TYPE_ACCELEROMETER	0.22970581	1.704895	10.66481
1560566705689	TYPE_MAGNETIC_FIELD	35.7	-12.0	-6.2999997
1560566705689	TYPE_GYROSCOPE	0.28216553	0.47984314	0.6326599
1560566705689	TYPE_ROTATION_VECTOR	0.017251384	0.05947938	0.8863624
1560566705689	TYPE_MAGNETIC_FIELD_UNCALIBRATED	102.479996	-40.68	-54.78
1560566705689	TYPE_GYROSCOPE_UNCALIBRATED	0.2849579	0.47984314	0.6294861
1560566705689	TYPE_ACCELEROMETER_UNCALIBRATED	0.43070984	1.8891296	10.268799
1560566705708	TYPE_ACCELEROMETER	0.51805115	1.9884338	10.10849
1560566705708	TYPE_MAGNETIC_FIELD	34.5	-14.219999	-5.64
1560566705708	TYPE_GYROSCOPE	0.13952637	0.23182678	0.44787598
1560566705708	TYPE_ROTATION_VECTOR	0.016737355	0.06640977	0.89941007
1560566705708	TYPE_MAGNETIC_FIELD_UNCALIBRATED	101.28	-42.9	-54.12
1560566705708	TYPE_GYROSCOPE_UNCALIBRATED	0.35673523	0.028411865	0.05986023
1560566705708	TYPE_ACCELEROMETER_UNCALIBRATED	-0.6807556	0.08973694	7.0564423
1560566705728	TYPE_ACCELEROMETER	-0.07777405	1.9453735	10.676773
1560566705728	TYPE_MAGNETIC_FIELD	34.5	-14.219999	-5.64
1560566705728	TYPE_GYROSCOPE	-0.09350586	0.033294678	0.2966919
1560566705728	TYPE_ROTATION_VECTOR	0.016737355	0.06640977	0.89941007
1560566705728	TYPE_MAGNETIC_FIELD_UNCALIBRATED	101.28	-42.9	-54.12
1560566705728	TYPE_GYROSCOPE_UNCALIBRATED	0.35673523	0.028411865	0.05986023
1560566705728	TYPE_ACCELEROMETER_UNCALIBRATED	-0.6807556	0.08973694	7.0564423
1560566705747	TYPE_ACCELEROMETER	-0.18185425	1.5936279	12.04068
1560566705747	TYPE_MAGNETIC_FIELD	34.5	-14.219999	-5.64
1560566705747	TYPE_GYROSCOPE	-0.22485352	-0.09162903	0.27285767
1560566705747	TYPE_ROTATION_VECTOR	0.016737355	0.06640977	0.89941007
1560566705747	TYPE_MAGNETIC_FIELD_UNCALIBRATED	101.28	-42.9	-54.12
1560566705747	TYPE_GYROSCOPE_UNCALIBRATED	0.35673523	0.028411865	0.05986023
1560566705747	TYPE_ACCELEROMETER_UNCALIBRATED	-0.6807556	0.08973694	7.0564423
1560566705766	TYPE_ACCELEROMETER	-0.41036987	1.3016968	12.731018
1560566705766	TYPE_MAGNETIC_FIELD	34.5	-14.219999	-5.64
1560566705766	TYPE_GYROSCOPE	-0.20132446	-0.09895325	0.2673645
1560566705766	TYPE_ROTATION_VECTOR	0.016737355	0.06640977	0.89941007
1560566705766	TYPE_MAGNETIC_FIELD_UNCALIBRATED	101.28	-42.9	-54.12
1560566705766	TYPE_GYROSCOPE_UNCALIBRATED	0.35673523	0.028411865	0.05986023
1560566705766	TYPE_ACCELEROMETER_UNCALIBRATED	-0.6807556	0.08973694	7.0564423
1560566705785	TYPE_ACCELEROMETER	-0.9009094	0.95713806	12.485764
1560566705785	TYPE_MAGNETIC_FIELD	34.5	-14.219999	-5.64
1560566705785	TYPE_GYROSCOPE	-0.08862305	-0.112091064	0.28294373
1560566705785	TYPE_ROTATION_VECTOR	0.016737355	0.06640977	0.89941007
1560566705785	TYPE_MAGNETIC_FIELD_UNCALIBRATED	101.28	-42.9	-54.12
1560566705785	TYPE_GYROSCOPE_UNCALIBRATED	0.35673523	0.028411865	0.05986023
1560566705785	TYPE_ACCELEROMETER_UNCALIBRATED	-0.6807556	0.08973694	7.0564423
1560566705805	TYPE_ACCELEROMETER	-0.45822144	0.117248535	11.885162
1560566705805	TYPE_MAGNETIC_FIELD	34.5	-14.219999	-5.64
1560566705805	TYPE_GYROSCOPE	0.08821106	-0.10751343	0.2878418
1560566705805	TYPE_ROTATION_VECTOR	0.016737355	0.06640977	0.89941007
1560566705805	TYPE_MAGNETIC_FIELD_UNCALIBRATED	101.28	-42.9	-54.12
1560566705805	TYPE_GYROSCOPE_UNCALIBRATED	0.35673523	0.028411865	0.05986023
1560566705805	TYPE_ACCELEROMETER_UNCALIBRATED	-0.6807556	0.08973694	7.0564423
1560566705824	TYPE_ACCELEROMETER	0.105285645	-0.29551697	10.208984
1560566705824	TYPE_MAGNETIC_FIELD	34.5	-14.219999	-5.64
1560566705824	TYPE_GYROSCOPE	0.3179016	-0.03755188	0.20994568
1560566705824	TYPE_ROTATION_VECTOR	0.016737355	0.06640977	0.89941007
1560566705824	TYPE_MAGNETIC_FIELD_UNCALIBRATED	101.28	-42.9	-54.12
1560566705824	TYPE_GYROSCOPE_UNCALIBRATED	0.35673523	0.028411865	0.05986023
1560566705824	TYPE_ACCELEROMETER_UNCALIBRATED	-0.6807556	0.08973694	7.0564423
1560566705843	TYPE_ACCELEROMETER	-0.2632141	-0.03590393	7.721649
1560566705843	TYPE_MAGNETIC_FIELD	34.5	-14.219999	-5.64
1560566705843	TYPE_GYROSCOPE	0.44345093	-0.007019043	0.09539795
1560566705843	TYPE_ROTATION_VECTOR	0.016737355	0.06640977	0.89941007
1560566705843	TYPE_MAGNETIC_FIELD_UNCALIBRATED	101.28	-42.9	-54.12
1560566705843	TYPE_GYROSCOPE_UNCALIBRATED	0.35673523	0.028411865	0.05986023
1560566705843	TYPE_ACCELEROMETER_UNCALIBRATED	-0.6807556	0.08973694	7.0564423
1560566705862	TYPE_ACCELEROMETER	-0.7657013	0.110076904	6.916458
1560566705862	TYPE_MAGNETIC_FIELD	34.5	-14.219999	-5.64
1560566705862	TYPE_GYROSCOPE	0.35394287	0.028411865	0.06303406
1560566705862	TYPE_ROTATION_VECTOR	0.016737355	0.06640977	0.89941007
1560566705862	TYPE_MAGNETIC_FIELD_UNCALIBRATED	101.28	-42.9	-54.12
1560566705862	TYPE_GYROSCOPE_UNCALIBRATED	0.35673523	0.028411865	0.05986023
1560566705862	TYPE_ACCELEROMETER_UNCALIBRATED	-0.6807556	0.08973694	7.0564423
1560566705882	TYPE_ACCELEROMETER	-0.55992126	0.008377075	7.1940155
1560566705882	TYPE_MAGNETIC_FIELD	32.64	-14.46	-6.12
1560566705882	TYPE_GYROSCOPE	0.17556763	0.024139404	0.11402893
1560566705882	TYPE_ROTATION_VECTOR	0.022145998	0.054541014	0.90780985
1560566705882	TYPE_MAGNETIC_FIELD_UNCALIBRATED	99.42	-43.14	-54.6
1560566705882	TYPE_GYROSCOPE_UNCALIBRATED	-0.2779541	0.14753723	0.30297852
1560566705882	TYPE_ACCELEROMETER_UNCALIBRATED	0.046661377	0.997818	8.560333
1560566705901	TYPE_ACCELEROMETER	-0.45822144	-0.18424988	7.4763794
1560566705901	TYPE_MAGNETIC_FIELD	32.64	-14.46	-6.12
1560566705901	TYPE_GYROSCOPE	-0.04647827	-0.102005005	0.14274597
1560566705901	TYPE_ROTATION_VECTOR	0.022145998	0.054541014	0.90780985
1560566705901	TYPE_MAGNETIC_FIELD_UNCALIBRATED	99.42	-43.14	-54.6
1560566705901	TYPE_GYROSCOPE_UNCALIBRATED	-0.2779541	0.14753723	0.30297852
1560566705901	TYPE_ACCELEROMETER_UNCALIBRATED	0.046661377	0.997818	8.560333
1560566705920	TYPE_ACCELEROMETER	-0.73339844	-0.2141571	8.194229
1560566705920	TYPE_MAGNETIC_FIELD	32.64	-14.46	-6.12
1560566705920	TYPE_GYROSCOPE	-0.21995544	-0.30726624	0.14274597
1560566705920	TYPE_ROTATION_VECTOR	0.022145998	0.054541014	0.90780985
1560566705920	TYPE_MAGNETIC_FIELD_UNCALIBRATED	99.42	-43.14	-54.6
1560566705920	TYPE_GYROSCOPE_UNCALIBRATED	-0.2779541	0.14753723	0.30297852
1560566705920	TYPE_ACCELEROMETER_UNCALIBRATED	0.046661377	0.997818	8.560333
1560566705939	TYPE_ACCELEROMETER	-0.8518524	-0.0657959	8.677582
1560566705939	TYPE_MAGNETIC_FIELD	32.64	-14.46	-6.12
1560566705939	TYPE_GYROSCOPE	-0.254776	-0.3964386	0.19345093
1560566705939	TYPE_ROTATION_VECTOR	0.022145998	0.054541014	0.90780985
1560566705939	TYPE_MAGNETIC_FIELD_UNCALIBRATED	99.42	-43.14	-54.6
1560566705939	TYPE_GYROSCOPE_UNCALIBRATED	-0.2779541	0.14753723	0.30297852
1560566705939	TYPE_ACCELEROMETER_UNCALIBRATED	0.046661377	0.997818	8.560333
1560566705959	TYPE_ACCELEROMETER	-0.825531	0.017944336	7.820938
1560566705959	TYPE_MAGNETIC_FIELD	32.64	-14.46	-6.12
1560566705959	TYPE_GYROSCOPE	-0.21751404	-0.27519226	0.2026062
1560566705959	TYPE_ROTATION_VECTOR	0.022145998	0.054541014	0.90780985
1560566705959	TYPE_MAGNETIC_FIELD_UNCALIBRATED	99.42	-43.14	-54.6
1560566705959	TYPE_GYROSCOPE_UNCALIBRATED	-0.2779541	0.14753723	0.30297852
1560566705959	TYPE_ACCELEROMETER_UNCALIBRATED	0.046661377	0.997818	8.560333
1560566705978	TYPE_ACCELEROMETER	-1.0612183	0.16989136	7.310074
1560566705978	TYPE_MAGNETIC_FIELD	32.64	-14.46	-6.12
1560566705978	TYPE_GYROSCOPE	-0.25265503	-0.05680847	0.28782654
1560566705978	TYPE_ROTATION_VECTOR	0.022145998	0.054541014	0.90780985
1560566705978	TYPE_MAGNETIC_FIELD_UNCALIBRATED	99.42	-43.14	-54.6
1560566705978	TYPE_GYROSCOPE_UNCALIBRATED	-0.2779541	0.14753723	0.30297852
1560566705978	TYPE_ACCELEROMETER_UNCALIBRATED	0.046661377	0.997818	8.560333
1560566705997	TYPE_ACCELEROMETER	-0.4008026	0.39242554	7.3986206
1560566705997	TYPE_MAGNETIC_FIELD	32.64	-14.46	-6.12
1560566705997	TYPE_GYROSCOPE	-0.26211548	0.034820557	0.3504486
1560566705997	TYPE_ROTATION_VECTOR	0.022145998	0.054541014	0.90780985
1560566705997	TYPE_MAGNETIC_FIELD_UNCALIBRATED	99.42	-43.14	-54.6
1560566705997	TYPE_GYROSCOPE_UNCALIBRATED	-0.2779541	0.14753723	0.30297852
1560566705997	TYPE_ACCELEROMETER_UNCALIBRATED	0.046661377	0.997818	8.560333
1560566706016	TYPE_ACCELEROMETER	-0.0047912598	0.74775696	7.244278
1560566706016	TYPE_MAGNETIC_FIELD	32.64	-14.46	-6.12
1560566706016	TYPE_GYROSCOPE	-0.2529602	0.08796692	0.32295227
1560566706016	TYPE_ROTATION_VECTOR	0.022145998	0.054541014	0.90780985
1560566706016	TYPE_MAGNETIC_FIELD_UNCALIBRATED	99.42	-43.14	-54.6
1560566706016	TYPE_GYROSCOPE_UNCALIBRATED	-0.2779541	0.14753723	0.30297852
1560566706016	TYPE_ACCELEROMETER_UNCALIBRATED	0.046661377	0.997818	8.560333
1560566706036	TYPE_ACCELEROMETER	-0.046661377	0.9786682	7.5756836
1560566706036	TYPE_MAGNETIC_FIELD	32.64	-14.46	-6.12
1560566706036	TYPE_GYROSCOPE	-0.28564453	0.13226318	0.286911
1560566706036	TYPE_ROTATION_VECTOR	0.022145998	0.054541014	0.90780985
1560566706036	TYPE_MAGNETIC_FIELD_UNCALIBRATED	99.42	-43.14	-54.6
1560566706036	TYPE_GYROSCOPE_UNCALIBRATED	-0.2779541	0.14753723	0.30297852
1560566706036	TYPE_ACCELEROMETER_UNCALIBRATED	0.046661377	0.997818	8.560333
1560566706055	TYPE_ACCELEROMETER	-0.107681274	0.982254	8.340195
1560566706055	TYPE_MAGNETIC_FIELD	32.64	-14.46	-6.12
1560566706055	TYPE_GYROSCOPE	-0.28074646	0.14753723	0.30615234
1560566706055	TYPE_ROTATION_VECTOR	0.022145998	0.054541014	0.90780985
1560566706055	TYPE_MAGNETIC_FIELD_UNCALIBRATED	99.42	-43.14	-54.6
1560566706055	TYPE_GYROSCOPE_UNCALIBRATED	-0.2779541	0.14753723	0.30297852
1560566706055	TYPE_ACCELEROMETER_UNCALIBRATED	0.046661377	0.997818	8.560333
1560566706074	TYPE_ACCELEROMETER	0.17468262	1.0863495	8.604599
1560566706074	TYPE_MAGNETIC_FIELD	32.1	-15.299999	-7.2
1560566706074	TYPE_GYROSCOPE	-0.20439148	0.1554718	0.34587097
1560566706074	TYPE_ROTATION_VECTOR	0.027270926	0.049598858	0.9181661
1560566706074	TYPE_MAGNETIC_FIELD_UNCALIBRATED	98.88	-43.98	-55.68
1560566706074	TYPE_GYROSCOPE_UNCALIBRATED	0.2504425	0.09927368	0.42362976
1560566706074	TYPE_ACCELEROMETER_UNCALIBRATED	0.119644165	1.6438751	9.707687
1560566706093	TYPE_ACCELEROMETER	0.03590393	1.2143555	8.695526
1560566706093	TYPE_MAGNETIC_FIELD	32.1	-15.299999	-7.2
1560566706093	TYPE_GYROSCOPE	-0.16926575	0.14814758	0.37701416
1560566706093	TYPE_ROTATION_VECTOR	0.027270926	0.049598858	0.9181661
1560566706093	TYPE_MAGNETIC_FIELD_UNCALIBRATED	98.88	-43.98	-55.68
1560566706093	TYPE_GYROSCOPE_UNCALIBRATED	0.2504425	0.09927368	0.42362976
1560566706093	TYPE_ACCELEROMETER_UNCALIBRATED	0.119644165	1.6438751	9.707687
1560566706113	TYPE_ACCELEROMETER	-0.0012054443	1.1904297	9.175293
1560566706113	TYPE_MAGNETIC_FIELD	32.1	-15.299999	-7.2
1560566706113	TYPE_GYROSCOPE	-0.19430542	0.011016846	0.41000366
1560566706113	TYPE_ROTATION_VECTOR	0.027270926	0.049598858	0.9181661
1560566706113	TYPE_MAGNETIC_FIELD_UNCALIBRATED	98.88	-43.98	-55.68
1560566706113	TYPE_GYROSCOPE_UNCALIBRATED	0.2504425	0.09927368	0.42362976
1560566706113	TYPE_ACCELEROMETER_UNCALIBRATED	0.119644165	1.6438751	9.707687
1560566706132	TYPE_ACCELEROMETER	0.35533142	1.2538452	9.870392
1560566706132	TYPE_MAGNETIC_FIELD	32.1	-15.299999	-7.2
1560566706132	TYPE_GYROSCOPE	-0.15673828	-0.1685791	0.3947296
1560566706132	TYPE_ROTATION_VECTOR	0.027270926	0.049598858	0.9181661
1560566706132	TYPE_MAGNETIC_FIELD_UNCALIBRATED	98.88	-43.98	-55.68
1560566706132	TYPE_GYROSCOPE_UNCALIBRATED	0.2504425	0.09927368	0.42362976
