#	startTime:1560566366968
#	SiteID:5cd56b6ae2acfd2d33b59ccb	SiteName:七宝万科广场	FloorId:5cd56b6be2acfd2d33b59d6e	FloorName:F1
#	Brand:vivo	Model:vivo X20A	AndroidName:8.1.0	APILevel:27	
#	type:1	name:LSM6DS3TRCTRC Accelerometer	version:1	vendor:STMicroelectronics	resolution:5.950928E-4	power:0.15	maximumRange:78.4532
#	type:4	name:LSM6DS3TRCTRC Gyroscope	version:1	vendor:STMicroelectronics	resolution:6.1035156E-4	power:0.45	maximumRange:17.453293
#	type:2	name:AK09911 Magnetometer	version:1	vendor:AKM	resolution:0.1	power:0.24	maximumRange:4900.0
#	VersionName:v20190612-nightly	VersionCode:263	
1560566366969	TYPE_WAYPOINT	107.48422	120.17882
1560566369648	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	08786a7bd3fce83ca780a62d71fcd7a7eb66cf21	-82	5785	1560566368144
1560566369648	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	73ea14abcfa0702f93310c3e23f1ddb9eb9fb53a	-77	5785	1560566369002
1560566369648	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	70b8fcf2addae59651e3bc370fc33442b9e584e4	-73	5785	1560566368154
1560566369648	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	e0a091fd99bc96ac3b4a719e0daabae510d3ea1e	-86	5805	1560566368162
1560566369648	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	c4669210613e2b32913ef01c5ebbc75b170d6577	-71	5805	1560566368163
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	814003f3f174a549a613c37ec71443fc252286a6	-85	5805	1560566368165
1560566369648	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	5f98bff2b9ad50e67fc6a351c8569ec715b5b9b5	-80	5805	1560566368167
1560566369648	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	4a3906cc418a2f29ab345665752522bc8ede1e6e	-79	5805	1560566368176
1560566369648	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	a46b8cd805111b5751c6942f1d928e071a13135d	-87	5805	1560566368176
1560566369648	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	1eb73b7a0b59c9903b317b1585ca6ea2981a8ce5	-88	5805	1560566368188
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	1141152256151b44d960371dd57935537d16b820	-69	5805	1560566368197
1560566369648	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	dc202af71c67883f5b9d7608c25edf5d894889e9	-88	5825	1560566368208
1560566369648	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	c1ca39924bd8e4ca4d8283796f3012c4d27dbb69	-80	5825	1560566368236
1560566369648	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	91cd9be3355c44d5319c2f447d319f62b4de5c76	-66	5825	1560566369091
1560566369648	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	7c54bdf0a871aeda024f9edc10d65d0c55de0318	-64	5825	1560566369068
1560566369648	TYPE_WIFI	856c32e94fffb95b56aac2b0d40172112254c284	04b7f5bb37a11d78673820d2568ea418c2fcd4ef	-63	2462	1560566368346
1560566369648	TYPE_WIFI	d926f6a0424610945a3c2e08ae4852a1288904d1	ecab2047602040610dc9400fdd7dc52ba7ded574	-62	2462	1560566369282
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	439dd6bdfd12402881c2742e7f839d8d9bc0b036	-55	2462	1560566368359
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	0a114e53fc9ad846b7a17f844787e31dadc679ee	-53	2412	1560566368829
1560566369648	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	97b5eb81b000ceefcb336075af7b9d95911e5f7a	-75	5745	1560566368933
1560566369648	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	c151e01b91ae73e4e3a51e496a58c3ba655e92d0	-87	5745	1560566368911
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	720d61c6288a6f810df060d6aadc890efe2a438e	-88	5745	1560566368911
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	542454ea2ab8d46c567b8b30a52978c4086789a3	-78	5745	1560566368911
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	1fb509ac98b6f904eb775a5120a2872c9f34ab35	-89	5745	1560566368922
1560566369648	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	2536f884c77702a734357a80ddb4d1ba45e33bd3	-81	5745	1560566368928
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	870bcd0dd2b1d4ad0a13c503a78f5aff7b1de01b	-88	5745	1560566368932
1560566369648	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	6e1f30ca09c58c9c9ba1c0744d1a2981ff6a1492	-76	5745	1560566368936
1560566369648	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	2b08fec03f276dccc0e6fafb89c9fa05e0d3beaa	-83	5785	1560566368983
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	3558948ee5cebcc1bb8c33ae3036721597bcf51c	-89	5785	1560566369013
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	69f82fdff136624aeade8ce98ace2f26753989a4	-79	5785	1560566369021
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	92375c185d8dadc2a6b631acfd0f0ad5b12856c2	-84	5805	1560566369040
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	ea91ce6a58b87f136130d14f2ae0b8bd2920782d	-60	2437	1560566369044
1560566369648	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	0892fc148a32aaf50aafbeb6c4a0e3a92f4308b2	-88	5805	1560566369062
1560566369648	TYPE_WIFI	635d95f744bcff77300caf80912675a3c04c5d46	ada0d28b94b3e0a4e181878a24cfa442021380ba	-81	5825	1560566369066
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	8751aaf45fcdf5fa5b95f8b7bfbb8aa2d4831073	-63	5825	1560566369088
1560566369648	TYPE_WIFI	1ede384eb2f86f7f8b9b2c4c74ff3e34baf0ce8d	0f48aebae0931a8bd04594f58f57c526db3dbf76	-62	2447	1560566369139
1560566369648	TYPE_WIFI	06d8c9c5dd623f5c9bfce663e7e69ab9656d39da	af2122991b95517ca146f59b29f418c0e2765f5d	-60	2462	1560566369262
1560566369633	TYPE_ACCELEROMETER	0.6999054	-0.19142151	3.5354004
1560566369633	TYPE_MAGNETIC_FIELD	-19.02	-33.12	-4.8599997
1560566369633	TYPE_GYROSCOPE	-0.1457367	0.013748169	-0.080825806
1560566369633	TYPE_ROTATION_VECTOR	0.039057247	-0.09000612	-0.942564
1560566369633	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.779995	-57.3	-53.04
1560566369633	TYPE_GYROSCOPE_UNCALIBRATED	-0.11546326	-0.07055664	-0.047348022
1560566369633	TYPE_ACCELEROMETER_UNCALIBRATED	0.4893341	-0.3481598	3.8081818
1560566369652	TYPE_ACCELEROMETER	0.43070984	0.21536255	3.406189
1560566369652	TYPE_MAGNETIC_FIELD	-19.02	-33.12	-4.8599997
1560566369652	TYPE_GYROSCOPE	-0.24928284	0.084609985	-0.21400452
1560566369652	TYPE_ROTATION_VECTOR	0.039057247	-0.09000612	-0.942564
1560566369652	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.779995	-57.3	-53.04
1560566369652	TYPE_GYROSCOPE_UNCALIBRATED	-0.11546326	-0.07055664	-0.047348022
1560566369652	TYPE_ACCELEROMETER_UNCALIBRATED	0.4893341	-0.3481598	3.8081818
1560566369671	TYPE_ACCELEROMETER	-0.221344	0.7573242	3.9050903
1560566369671	TYPE_MAGNETIC_FIELD	-18.72	-33.36	-4.62
1560566369671	TYPE_GYROSCOPE	-0.35466003	0.034820557	-0.27386475
1560566369671	TYPE_ROTATION_VECTOR	0.039214373	-0.08802978	-0.9431459
1560566369671	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.079994	-57.54	-52.8
1560566369671	TYPE_GYROSCOPE_UNCALIBRATED	-0.3085022	0.06719971	-0.26359558
1560566369671	TYPE_ACCELEROMETER_UNCALIBRATED	-0.40200806	1.1150513	3.9864502
1560566369690	TYPE_ACCELEROMETER	-0.50608826	1.3914337	3.92424
1560566369690	TYPE_MAGNETIC_FIELD	-18.48	-33.42	-4.56
1560566369690	TYPE_GYROSCOPE	-0.3995514	0.06781006	-0.17581177
1560566369690	TYPE_ROTATION_VECTOR	0.039095506	-0.08492513	-0.94416535
1560566369690	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.319996	-57.6	-52.74
1560566369690	TYPE_GYROSCOPE_UNCALIBRATED	-0.37324524	0.025054932	-0.24986267
1560566369690	TYPE_ACCELEROMETER_UNCALIBRATED	-0.40200806	1.1150513	3.9864502
1560566369710	TYPE_ACCELEROMETER	-0.48814392	1.6701965	4.258026
1560566369710	TYPE_MAGNETIC_FIELD	-18.48	-33.42	-4.62
1560566369710	TYPE_GYROSCOPE	-0.5330353	0.22450256	0.050201416
1560566369710	TYPE_ROTATION_VECTOR	0.038388256	-0.08136314	-0.94519836
1560566369710	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.319996	-57.6	-52.8
1560566369710	TYPE_GYROSCOPE_UNCALIBRATED	-0.4499054	0.15180969	-0.073913574
1560566369710	TYPE_ACCELEROMETER_UNCALIBRATED	-0.29074097	1.6570282	4.523636
1560566369729	TYPE_ACCELEROMETER	-0.0945282	1.5649109	4.84906
1560566369729	TYPE_MAGNETIC_FIELD	-18.18	-33.54	-4.74
1560566369729	TYPE_GYROSCOPE	-0.7471466	0.23855591	0.256073
1560566369729	TYPE_ROTATION_VECTOR	0.03845237	-0.07679639	-0.94570047
1560566369729	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.619995	-57.72	-52.92
1560566369729	TYPE_GYROSCOPE_UNCALIBRATED	-0.6285858	0.25198364	0.16003418
1560566369729	TYPE_ACCELEROMETER_UNCALIBRATED	0.051452637	1.4476624	5.1098785
1560566369748	TYPE_ACCELEROMETER	0.119644165	1.3387909	5.613556
1560566369748	TYPE_MAGNETIC_FIELD	-18.18	-33.6	-4.5
1560566369748	TYPE_GYROSCOPE	-1.0556335	0.10446167	0.3751831
1560566369748	TYPE_ROTATION_VECTOR	0.03872161	-0.07035843	-0.945563
1560566369748	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.619995	-57.78	-52.68
1560566369748	TYPE_GYROSCOPE_UNCALIBRATED	-0.87812805	0.18754578	0.32254028
1560566369748	TYPE_ACCELEROMETER_UNCALIBRATED	0.27638245	1.1413727	6.8446655
1560566369767	TYPE_ACCELEROMETER	0.6125641	0.8338928	8.690735
1560566369767	TYPE_MAGNETIC_FIELD	-18.18	-33.239998	-4.56
1560566369767	TYPE_GYROSCOPE	-1.451477	-0.106277466	0.4411621
1560566369767	TYPE_ROTATION_VECTOR	0.037549827	-0.061957218	-0.9450649
1560566369767	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.619995	-57.42	-52.74
1560566369767	TYPE_GYROSCOPE_UNCALIBRATED	-1.2645111	-0.0021362305	0.412323
1560566369767	TYPE_ACCELEROMETER_UNCALIBRATED	1.183258	0.6305084	10.863419
1560566369787	TYPE_ACCELEROMETER	1.750351	0.63290405	12.802795
1560566369787	TYPE_MAGNETIC_FIELD	-18.24	-32.76	-4.8599997
1560566369787	TYPE_GYROSCOPE	-1.5168457	-0.19210815	0.3748932
1560566369787	TYPE_ROTATION_VECTOR	0.033435464	-0.050674	-0.94447196
1560566369787	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.559998	-56.94	-53.04
1560566369787	TYPE_GYROSCOPE_UNCALIBRATED	-1.5430603	-0.1768341	0.4303589
1560566369787	TYPE_ACCELEROMETER_UNCALIBRATED	1.7599335	0.8374939	14.321045
1560566369806	TYPE_ACCELEROMETER	1.4237366	1.1401825	15.433701
1560566369806	TYPE_MAGNETIC_FIELD	-18.119999	-32.64	-5.46
1560566369806	TYPE_GYROSCOPE	-1.2056122	0.044906616	0.18734741
1560566369806	TYPE_ROTATION_VECTOR	0.026817702	-0.03731425	-0.9438198
1560566369806	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.679996	-56.82	-53.64
1560566369806	TYPE_GYROSCOPE_UNCALIBRATED	-1.3836365	-0.12185669	0.27153015
1560566369806	TYPE_ACCELEROMETER_UNCALIBRATED	1.7599335	0.8374939	14.321045
1560566369825	TYPE_ACCELEROMETER	0.93440247	1.3256378	17.379074
1560566369825	TYPE_MAGNETIC_FIELD	-17.94	-32.34	-6.0
1560566369825	TYPE_GYROSCOPE	-0.86932373	0.5171051	0.1235199
1560566369825	TYPE_ROTATION_VECTOR	0.021265607	-0.025240371	-0.94339764
1560566369825	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.859993	-56.52	-54.18
1560566369825	TYPE_GYROSCOPE_UNCALIBRATED	-1.0207825	0.28955078	0.1408081
1560566369825	TYPE_ACCELEROMETER_UNCALIBRATED	1.1677094	1.306488	16.365707
1560566369844	TYPE_ACCELEROMETER	0.6843567	1.2203369	19.616364
1560566369844	TYPE_MAGNETIC_FIELD	-18.18	-32.04	-6.42
1560566369844	TYPE_GYROSCOPE	-0.6338196	0.5867462	0.06913757
1560566369844	TYPE_ROTATION_VECTOR	0.020581463	-0.015109992	-0.9430836
1560566369844	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.619995	-56.22	-54.6
1560566369844	TYPE_GYROSCOPE_UNCALIBRATED	-0.7425232	0.6227875	0.100479126
1560566369844	TYPE_ACCELEROMETER_UNCALIBRATED	0.78604126	1.2741852	18.42714
1560566369864	TYPE_ACCELEROMETER	0.46540833	0.97268677	20.901306
1560566369864	TYPE_MAGNETIC_FIELD	-18.18	-32.04	-6.42
1560566369864	TYPE_GYROSCOPE	-0.30578613	0.23794556	-0.0050811768
1560566369864	TYPE_ROTATION_VECTOR	0.020581463	-0.015109992	-0.9430836
1560566369864	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.619995	-56.22	-54.6
1560566369864	TYPE_GYROSCOPE_UNCALIBRATED	-0.48869324	0.4346466	0.021072388
1560566369864	TYPE_ACCELEROMETER_UNCALIBRATED	0.6125641	0.5383911	20.650055
1560566369883	TYPE_ACCELEROMETER	0.5156555	0.105285645	20.333008
1560566369883	TYPE_MAGNETIC_FIELD	-18.18	-32.04	-6.42
1560566369883	TYPE_GYROSCOPE	0.065322876	0.039108276	-0.0206604
1560566369883	TYPE_ROTATION_VECTOR	0.020581463	-0.015109992	-0.9430836
1560566369883	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.619995	-56.22	-54.6
1560566369883	TYPE_GYROSCOPE_UNCALIBRATED	-0.104766846	0.092559814	-0.02017212
1560566369883	TYPE_ACCELEROMETER_UNCALIBRATED	0.112472534	-0.28953552	20.135605
1560566369902	TYPE_ACCELEROMETER	-0.11126709	-0.825531	19.806595
1560566369902	TYPE_MAGNETIC_FIELD	-18.48	-31.74	-6.96
1560566369902	TYPE_GYROSCOPE	0.34873962	-0.006713867	0.048980713
1560566369902	TYPE_ROTATION_VECTOR	0.025306214	-0.002955442	-0.94257486
1560566369902	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.319996	-55.92	-55.14
1560566369902	TYPE_GYROSCOPE_UNCALIBRATED	0.21165466	0.029937744	-0.002456665
1560566369902	TYPE_ACCELEROMETER_UNCALIBRATED	0.020339966	-1.4225311	19.183273
1560566369921	TYPE_ACCELEROMETER	0.117248535	-1.8365021	18.338593
1560566369921	TYPE_MAGNETIC_FIELD	-18.42	-30.96	-8.16
1560566369921	TYPE_GYROSCOPE	0.6737366	-0.12889099	0.085632324
1560566369921	TYPE_ROTATION_VECTOR	0.027609188	-0.0010393141	-0.94255185
1560566369921	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.379997	-55.14	-56.34
1560566369921	TYPE_GYROSCOPE_UNCALIBRATED	0.50639343	-0.07788086	0.08306885
1560566369921	TYPE_ACCELEROMETER_UNCALIBRATED	0.020339966	-1.4225311	19.183273
1560566369941	TYPE_ACCELEROMETER	-0.44985962	-2.1762695	16.137207
1560566369941	TYPE_MAGNETIC_FIELD	-18.3	-30.9	-8.639999
1560566369941	TYPE_GYROSCOPE	1.0497284	-0.13070679	0.04837036
1560566369941	TYPE_ROTATION_VECTOR	0.02851082	-0.005831329	-0.94228274
1560566369941	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.499996	-55.08	-56.82
1560566369941	TYPE_GYROSCOPE_UNCALIBRATED	0.8582611	-0.13591003	0.059249878
1560566369941	TYPE_ACCELEROMETER_UNCALIBRATED	-0.55633545	-2.219345	14.817566
1560566369960	TYPE_ACCELEROMETER	-0.52163696	-2.1248322	13.349564
1560566369960	TYPE_MAGNETIC_FIELD	-18.24	-30.9	-8.76
1560566369960	TYPE_GYROSCOPE	1.4571838	-0.20524597	0.026687622
1560566369960	TYPE_ROTATION_VECTOR	0.030015614	-0.014024368	-0.94203794
1560566369960	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.559998	-55.08	-56.940002
1560566369960	TYPE_GYROSCOPE_UNCALIBRATED	1.2534943	-0.15270996	0.040924072
1560566369960	TYPE_ACCELEROMETER_UNCALIBRATED	-0.46899414	-1.9274292	11.562119
1560566369215	TYPE_BEACON	89cb11b04122cef23388b0da06bd426c1f48a9b5	beb77c7989fb3088cb8e46ce0e894cb815e512b0	06d30ac79662d2c260ab219f4aa2de8f55205b43	-65	-84	6.607842148449466	679ceff65913479a57084b26c0bc95e5ae6692ac1560566369979	TYPE_ACCELEROMETER	-0.47737122	-1.701294	9.603592
1560566369979	TYPE_MAGNETIC_FIELD	-18.48	-30.599998	-8.46
1560566369979	TYPE_GYROSCOPE	1.8233948	-0.27305603	-0.01638794
1560566369979	TYPE_ROTATION_VECTOR	0.032620225	-0.025769556	-0.94170535
1560566369979	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.319996	-54.78	-56.64
1560566369979	TYPE_GYROSCOPE_UNCALIBRATED	1.6606445	-0.25839233	-0.0027618408
1560566369979	TYPE_ACCELEROMETER_UNCALIBRATED	-0.5359955	-1.5014954	7.5876465
1560566369998	TYPE_ACCELEROMETER	-0.51446533	-1.3076782	5.7379913
1560566369998	TYPE_MAGNETIC_FIELD	-18.779999	-30.599998	-8.099999
1560566369998	TYPE_GYROSCOPE	1.9419098	-0.14111328	-0.005996704
1560566369998	TYPE_ROTATION_VECTOR	0.03558084	-0.041497674	-0.94125485
1560566369998	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.019997	-54.78	-56.28
1560566369998	TYPE_GYROSCOPE_UNCALIBRATED	1.9303436	-0.22387695	-0.02078247
1560566369998	TYPE_ACCELEROMETER_UNCALIBRATED	-0.54914856	-1.0600281	4.3118744
1560566370018	TYPE_ACCELEROMETER	-0.46540833	-0.64845276	3.3308105
1560566370018	TYPE_MAGNETIC_FIELD	-18.779999	-30.66	-7.74
1560566370018	TYPE_GYROSCOPE	1.7009125	-0.03604126	0.032791138
1560566370018	TYPE_ROTATION_VECTOR	0.039700188	-0.059537232	-0.94045955
1560566370018	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.019997	-54.84	-55.92
1560566370018	TYPE_GYROSCOPE_UNCALIBRATED	1.859787	-0.07543945	0.0064086914
1560566370018	TYPE_ACCELEROMETER_UNCALIBRATED	-0.45344543	-0.4785614	2.5423737
1560566370037	TYPE_ACCELEROMETER	-0.80996704	-0.46780396	1.7862396
1560566370037	TYPE_MAGNETIC_FIELD	-18.3	-30.3	-7.14
1560566370037	TYPE_GYROSCOPE	1.276062	-0.022598267	0.09112549
1560566370037	TYPE_ROTATION_VECTOR	0.04493951	-0.07659047	-0.93924284
1560566370037	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.499996	-54.48	-55.32
1560566370037	TYPE_GYROSCOPE_UNCALIBRATED	1.5094604	-0.025344849	0.062301636
1560566370037	TYPE_ACCELEROMETER_UNCALIBRATED	-0.5431671	-0.25483704	1.3639069
1560566370056	TYPE_ACCELEROMETER	0.06341553	-0.18066406	1.4644165
1560566370056	TYPE_MAGNETIC_FIELD	-18.779999	-30.3	-6.24
1560566370056	TYPE_GYROSCOPE	0.7158966	0.06262207	0.12625122
1560566370056	TYPE_ROTATION_VECTOR	0.049440507	-0.090242825	-0.9378445
1560566370056	TYPE_MAGNETIC_FIELD_UNCALIBRATED	46.019997	-54.48	-54.42
1560566370056	TYPE_GYROSCOPE_UNCALIBRATED	1.0057831	0.013153076	0.114212036
1560566370056	TYPE_ACCELEROMETER_UNCALIBRATED	0.10169983	-0.20219421	1.9178467
1560566370075	TYPE_ACCELEROMETER	-0.3086853	-0.18304443	2.514862
1560566370075	TYPE_MAGNETIC_FIELD	-18.84	-30.24	-5.22
1560566370075	TYPE_GYROSCOPE	0.26231384	0.11546326	0.032791138
1560566370075	TYPE_ROTATION_VECTOR	0.052638423	-0.0992753	-0.9365549
1560566370075	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.959995	-54.42	-53.4
1560566370075	TYPE_GYROSCOPE_UNCALIBRATED	0.4630432	0.098968506	0.08428955
1560566370075	TYPE_ACCELEROMETER_UNCALIBRATED	0.10169983	-0.20219421	1.9178467
1560566370094	TYPE_ACCELEROMETER	-1.0863495	-0.051452637	3.2171478
1560566370094	TYPE_MAGNETIC_FIELD	-18.9	-30.06	-4.44
1560566370094	TYPE_GYROSCOPE	0.029266357	-0.042144775	-0.0014190674
1560566370094	TYPE_ROTATION_VECTOR	0.054907385	-0.10315267	-0.93577653
1560566370094	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.899994	-54.239998	-52.62
1560566370094	TYPE_GYROSCOPE_UNCALIBRATED	0.1267395	0.07392883	-0.002456665
1560566370094	TYPE_ACCELEROMETER_UNCALIBRATED	-1.0277252	0.08256531	3.151352
1560566370114	TYPE_ACCELEROMETER	-0.62094116	0.21655273	3.0352936
1560566370114	TYPE_MAGNETIC_FIELD	-18.9	-30.3	-3.6599998
1560566370114	TYPE_GYROSCOPE	-0.13841248	-0.2333374	0.06517029
1560566370114	TYPE_ROTATION_VECTOR	0.055977535	-0.1040457	-0.93560827
1560566370114	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.899994	-54.48	-51.84
1560566370114	TYPE_GYROSCOPE_UNCALIBRATED	-0.049484253	-0.16859436	0.021072388
1560566370114	TYPE_ACCELEROMETER_UNCALIBRATED	-0.19023132	0.3972168	2.9072876
1560566370133	TYPE_ACCELEROMETER	0.039489746	0.5659027	2.9312134
1560566370133	TYPE_MAGNETIC_FIELD	-19.02	-30.359999	-3.12
1560566370133	TYPE_GYROSCOPE	-0.339386	-0.16615295	0.10121155
1560566370133	TYPE_ROTATION_VECTOR	0.05429424	-0.10413066	-0.9356712
1560566370133	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.779995	-54.54	-51.3
1560566370133	TYPE_GYROSCOPE_UNCALIBRATED	-0.22877502	-0.22570801	0.08947754
1560566370133	TYPE_ACCELEROMETER_UNCALIBRATED	0.07658386	0.69392395	3.200409
1560566370152	TYPE_ACCELEROMETER	-0.01914978	0.79800415	3.6801605
1560566370152	TYPE_MAGNETIC_FIELD	-19.02	-30.119999	-2.76
1560566370152	TYPE_GYROSCOPE	-0.5565491	0.00642395	0.09877014
1560566370152	TYPE_ROTATION_VECTOR	0.05144876	-0.10283343	-0.93571967
1560566370152	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.779995	-54.3	-50.94
1560566370152	TYPE_GYROSCOPE_UNCALIBRATED	-0.4511261	-0.07940674	0.098342896
1560566370152	TYPE_ACCELEROMETER_UNCALIBRATED	-0.0945282	0.88653564	4.3034973
1560566370171	TYPE_ACCELEROMETER	-0.16151428	0.9918213	4.651642
1560566370171	TYPE_MAGNETIC_FIELD	-19.199999	-30.24	-2.3999999
1560566370171	TYPE_GYROSCOPE	-0.6613159	0.07362366	0.08502197
1560566370171	TYPE_ROTATION_VECTOR	0.04918598	-0.09908797	-0.9358716
1560566370171	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.6	-54.42	-50.58
1560566370171	TYPE_GYROSCOPE_UNCALIBRATED	-0.6264496	0.06262207	0.09222412
1560566370171	TYPE_ACCELEROMETER_UNCALIBRATED	-0.2979126	1.1700897	4.5499573
1560566370191	TYPE_ACCELEROMETER	-0.496521	1.3998108	4.369293
1560566370191	TYPE_MAGNETIC_FIELD	-19.38	-30.42	-2.04
1560566370191	TYPE_GYROSCOPE	-0.7391968	0.025665283	0.056915283
1560566370191	TYPE_ROTATION_VECTOR	0.047628853	-0.09327131	-0.9361168
1560566370191	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.42	-54.6	-50.22
1560566370191	TYPE_GYROSCOPE_UNCALIBRATED	-0.67959595	0.05039978	0.06352234
1560566370191	TYPE_ACCELEROMETER_UNCALIBRATED	-0.81715393	1.5768738	4.545166
1560566370210	TYPE_ACCELEROMETER	-1.0552368	1.7072906	5.1266327
1560566370210	TYPE_MAGNETIC_FIELD	-19.199999	-30.24	-1.8
1560566370210	TYPE_GYROSCOPE	-0.96492004	0.0018463135	0.10914612
1560566370210	TYPE_ROTATION_VECTOR	0.045830887	-0.08703095	-0.93646705
1560566370210	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.6	-54.42	-49.98
1560566370210	TYPE_GYROSCOPE_UNCALIBRATED	-0.84025574	0.018630981	0.06626892
1560566370210	TYPE_ACCELEROMETER_UNCALIBRATED	-0.9523468	1.7910309	5.8133698
1560566370229	TYPE_ACCELEROMETER	-0.49650574	1.701294	6.7082825
1560566370229	TYPE_MAGNETIC_FIELD	-19.199999	-30.06	-2.1
1560566370229	TYPE_GYROSCOPE	-1.1805573	-0.10749817	0.21360779
1560566370229	TYPE_ROTATION_VECTOR	0.043229017	-0.07945861	-0.93690574
1560566370229	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.6	-54.239998	-50.28
1560566370229	TYPE_GYROSCOPE_UNCALIBRATED	-1.0751343	-0.04336548	0.16217041
1560566370229	TYPE_ACCELEROMETER_UNCALIBRATED	0.093322754	1.483551	7.7802734
1560566370248	TYPE_ACCELEROMETER	0.50727844	1.3459625	8.770905
1560566370248	TYPE_MAGNETIC_FIELD	-19.08	-29.939999	-2.1
1560566370248	TYPE_GYROSCOPE	-1.2853241	-0.21716309	0.18460083
1560566370248	TYPE_ROTATION_VECTOR	0.03924164	-0.07001481	-0.9371581
1560566370248	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.719994	-54.12	-50.28
1560566370248	TYPE_GYROSCOPE_UNCALIBRATED	-1.252594	-0.1768341	0.22143555
1560566370248	TYPE_ACCELEROMETER_UNCALIBRATED	0.093322754	1.483551	7.7802734
1560566370268	TYPE_ACCELEROMETER	0.8446808	1.4201355	11.026123
1560566370268	TYPE_MAGNETIC_FIELD	-19.199999	-29.46	-2.3999999
1560566370268	TYPE_GYROSCOPE	-1.2511139	-0.14292908	0.0382843
1560566370268	TYPE_ROTATION_VECTOR	0.03339882	-0.059354983	-0.93726414
1560566370268	TYPE_MAGNETIC_FIELD_UNCALIBRATED	45.6	-53.64	-50.58
